id,datum,duur,Video,V1_1,V1_2,V1_3,V1_4,V1_5,V1_6,V1_7,V1_8,V1_9,V1_10,V2a,V2b,V3,V4_1,V4_2,V4_3,V4_4,V4_5,V4_6,V5_1,V5_2,GL_pre,V5_4,PVV_pre,SP_pre,V5_7,V5_8,leftright,V7_1,V7_2,V7_3,V7_4,V7_5,V7_6,V7_7,V7_8,V7_9,V8_1,V8_2,V8_3,V8_4,V8_5,V8_6,V9_1,V9_2,V9_3,V9_4,V9_5,V9_6,V9_7,V9_8,V9_9,V9_10,V10_1,V10_2,V10_3,V10_4,V10_5,V10_6,V11,V12_1,V12_2,V12_3,V12_4,V12_5,V12_6,V12_7,V12_8,V12_9,V12_10,V12_11,V12_12,V13_1,V13_2,V13_3,V13_4,V13_5,V13_6,V13_7,V13_8,V14_1,V14_2,GL_post,V14_4,PVV_post,SP_post,V14_7,V14_8,V15,V16_1,V16_2,V16_3,V16_4,V16_5,V16_6,V16_7,V16_8,V16_9,V16_10,V16_11,V16_12,V16_13,V16_14,V16_15,V16_16,V16_17,V16_18,V16_open,V17_1,V17_2,V17_3,V17_4,V17_5,V17_6,V17_7,V17_8,V17_9,V17_10,V17_11,V17_12,V17_13,V17_14,V17_15,V17_16,V17_17,geslacht,geboortedatum,geboortejaar,lft4,opleiding,opl3,pcc,gemnr,provincie,werksituatie,TK2017,Geboorteland_zelf,Geboorteland_vader,Geboorteland_moeder,video_2,video_3,video_4,V4_2B,V4_5B,INDEX_CYNICISM,INDEX_POPULISM,INDEX_POPULISM2,V7_3B,V7_6B,V7_7B,INDEX_MIGRATION,INDEX_CLIMATE,INDEX_HEALTH,INDEX_AUTHO,POS_AFFECT,NEG_AFFECT,FEAR,ANGER,BIG5_O,BIG5_C,BIG5_E,BIG5_A,BIG5_N,catchvar,beeld,tekst,stem
2ebe179e4c84a614eff9598afb8127d6,02-Jul-17,12,4,0,1,1,1,1,0,1,0,0,0,3,3,2,3,2,3,3,4,4,11,10,4,9,12,5,16,7,6,3,4,2,3,4,3,5,4,4,3,4,3,4,4,4,3,4,2,5,5,3,4,4,2,1,4,4,4,3,3,2,3,15,6,19,6,6,8,3,7,7,1,12,6,21,13,21,21,21,21,5,21,12,9,3,9,11,6,16,8,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,13-Oct-68,#NULL!,2,4,2,7475,1735,23,3,1,1,1,1,2,1,2,4,2,1,4,4,4,3,1,2.00,1.00,0.00,7.00,4,3,5,8,-2,2,1,4,-2,1,0,0,0
2ecf054ff9d4e45b6a95326e720d9626,28-Jun-17,9,1,0,1,0,1,0,0,0,1,0,0,2,2,3,4,4,4,4,3,5,17,3,13,8,1,13,8,11,5,3,3,3,3,4,3,4,5,5,4,4,4,4,3,3,2,4,4,3,4,4,5,3,3,1,4,4,4,2,4,2,2,5,8,8,4,4,4,5,3,5,4,14,5,19,10,13,7,8,15,13,14,17,5,10,6,3,11,8,8,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,12-Jun-67,#NULL!,3,6,3,1251,417,27,5,8,1,1,1,1,1,1,2,3,4,5,3,3,3,2,0.00,1.00,3.00,9.00,2,2,4,8,1,1,3,3,1,1,0,0,0
2f33d79fff4554a48d24eb2ce97e1029,06-Jul-17,575,2,0,1,0,0,0,0,1,0,0,0,4,#NULL!,2,4,4,4,3,3,4,16,16,12,16,1,4,16,1,3,2,3,3,2,4,2,4,5,5,3,4,3,4,5,3,5,4,2,3,4,3,3,3,1,1,5,5,5,1,1,1,2,1,1,1,1,1,1,1,1,1,1,21,1,21,18,18,21,18,21,18,21,17,17,14,17,1,3,17,1,19,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,2,24-Dec-43,#NULL!,4,3,1,8242,995,24,8,3,1,1,1,1,2,9,2,3,2,5,4,3,4,2,-1.00,1.00,3.00,7.00,0,2,1,8,0,3,-2,3,-1,1,0,0,0
2fb0a57ea79f9e2c21b0580dba49257e,28-Jun-17,10,3,0,1,0,1,1,1,1,1,0,0,4,4,1,3,2,3,3,3,3,17,17,15,16,6,14,10,7,5,3,4,3,5,5,1,3,5,4,3,3,1,3,2,2,3,5,1,2,3,5,4,4,2,1,5,5,5,3,1,1,6,4,3,9,10,13,12,8,7,5,8,14,9,19,18,19,16,19,17,15,16,18,17,16,17,6,15,10,7,19,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,20-Nov-92,#NULL!,1,7,3,9405,106,22,9,3,1,1,1,1,3,9,4,3,1,-1,-1,3,5,3,1.00,6.00,3.00,4.00,3,5,10,12,3,3,1,2,-3,1,0,0,0
2fe5114d5b1ccf9ec11048cc21fade1a,28-Jun-17,10,2,0,1,0,1,0,0,0,0,0,0,#NULL!,4,1,4,4,3,3,3,4,11,11,5,13,1,5,19,9,6,2,3,4,5,5,2,5,3,5,3,4,3,3,1,3,2,4,3,2,4,4,4,4,4,1,5,5,5,1,1,1,2,1,1,1,1,21,17,1,1,1,1,21,17,18,18,19,18,18,18,18,19,15,15,5,15,1,5,20,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,24-Jan-72,#NULL!,2,4,2,1813,361,27,10,1,1,1,1,1,2,9,2,3,1,-1,-2,2,4,1,-2.00,5.00,0.00,7.00,0,6,6,20,2,0,2,3,-1,1,0,0,0
30123ee264c2f3aee2942cf09d1b7401,03-Jul-17,17,8,0,0,0,0,1,0,0,0,0,0,#NULL!,2,2,4,2,4,4,4,4,1,1,1,1,21,21,1,19,7,5,1,1,2,4,5,1,4,5,4,5,4,5,5,5,2,5,2,1,5,5,5,2,2,2,5,5,5,2,1,1,1,2,2,18,2,14,2,5,5,5,1,4,5,21,21,21,21,21,21,1,21,1,1,1,1,21,20,1,20,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,#NULL!,1971,2,4,2,2993,489,28,3,2,1,1,1,3,2,9,4,2,4,10,8,5,1,5,2.00,-2.00,5.00,10.00,3,2,2,8,4,3,3,3,0,1,0,0,0
301a6304a5bb4b8417350bdea73f46f6,30-Jun-17,6,6,0,0,0,1,1,0,1,0,0,0,4,3,1,3,4,4,2,3,4,12,14,20,17,1,11,11,7,3,2,2,4,4,5,1,3,4,3,3,2,2,3,2,3,3,4,2,2,4,5,4,3,2,2,4,3,4,2,1,1,3,1,1,10,1,7,7,1,1,1,1,14,3,14,21,21,10,5,21,21,13,12,13,20,15,1,11,11,5,6,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,23-Nov-86,#NULL!,1,7,3,2801,513,28,5,5,1,1,1,2,3,9,2,3,0,-1,0,2,5,3,-3.00,5.00,1.00,4.00,1,2,3,8,3,2,1,2,-1,1,0,0,0
3036747f8cb70408873fb43ab46c7cbc,28-Jun-17,9,3,0,1,0,1,0,1,0,0,0,0,#NULL!,2,3,2,3,3,2,3,4,18,19,19,17,4,19,17,22,4,3,4,3,4,4,2,3,4,4,3,4,2,4,3,4,4,4,4,4,4,3,4,4,3,2,5,5,5,4,2,2,2,10,14,8,15,10,15,10,10,10,12,10,12,19,15,15,18,15,19,12,18,18,16,19,17,4,19,18,22,19,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2,03-Oct-89,#NULL!,1,7,3,9733,14,20,5,1,1,1,1,1,3,9,3,3,-1,1,3,3,4,3,1.00,3.00,2.00,6.00,5,6,14,11,-1,1,0,2,0,1,0,0,0
3063a690da886a6d9fcd023995d5f529,05-Jul-17,10,2,0,1,1,0,0,0,0,0,0,0,#NULL!,#NULL!,2,2,3,2,4,2,2,10,1,10,10,10,10,3,22,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3,4,1,4,1,4,4,3,4,4,3,1,4,4,4,4,4,3,2,1,1,1,1,1,1,1,1,1,1,1,9,21,21,6,12,9,12,12,21,11,1,11,11,11,11,11,22,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,14-Apr-69,#NULL!,2,4,2,7671,1700,23,5,8,1,1,1,1,2,9,3,4,-1,1,1,3,2,2,2.00,1.00,1.00,9.00,0,1,1,4,-1,1,3,3,-3,1,0,0,0
3089284cf1cf5b667198e16db4c08392,28-Jun-17,12,4,0,1,1,0,0,0,1,0,0,0,3,#NULL!,2,2,2,2,2,3,3,4,18,16,15,2,9,11,6,3,2,2,3,5,5,2,4,3,4,3,3,2,3,3,3,3,3,1,2,3,3,3,3,3,3,4,4,3,4,4,3,3,2,12,10,7,2,16,1,1,1,1,1,1,19,13,21,19,13,21,13,19,3,19,16,16,1,9,12,3,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,05-Oct-44,#NULL!,4,5,2,3204,1930,28,8,4,1,1,1,2,1,2,4,3,-2,-2,0,3,4,2,-2.00,5.00,0.00,5.00,2,2,8,1,1,0,0,0,-2,1,0,0,0
30e6f9fddbf31c5fc706f30829ec506d,27-Jun-17,9,9,0,1,0,1,0,1,0,0,0,0,#NULL!,2,2,2,4,2,2,4,2,13,19,17,15,2,8,18,2,5,1,3,4,4,4,1,5,5,4,4,2,2,2,1,2,4,4,4,2,3,4,4,4,2,2,2,4,5,2,1,1,1,2,2,17,5,18,20,14,3,5,7,21,20,19,20,18,17,11,21,15,19,12,19,17,14,2,8,18,2,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,02-Aug-82,1982,1,7,3,2941,1931,28,5,1,1,1,1,3,3,9,2,2,-6,-10,-8,2,5,1,-3.00,4.00,1.00,5.00,3,7,11,20,2,2,0,1,0,1,0,0,0
30f2a978f1714ba1228ad1218ad39383,27-Jun-17,11,5,1,0,0,0,0,0,0,0,0,0,#NULL!,#NULL!,2,5,5,5,5,2,5,21,21,21,21,22,21,21,22,1,1,1,4,4,3,1,2,5,4,5,5,5,5,5,5,2,4,4,6,5,5,5,5,3,1,5,5,5,5,3,1,1,1,1,9,1,9,9,1,10,1,2,10,3,21,21,21,21,21,21,21,21,21,21,21,21,1,21,21,1,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,26-Apr-77,1977,2,2,1,4201,512,28,6,5,1,1,1,2,2,9,1,4,7,13,9,2,5,4,-5.00,3.00,4.00,12.00,1,2,4,7,#NULL!,1,3,4,-1,1,0,0,0
30fff16cab883dae38d19a469af79b63,03-Jul-17,15,7,0,1,0,1,1,0,0,0,0,0,#NULL!,4,2,2,1,2,2,2,2,9,8,5,6,8,8,6,9,6,3,4,2,4,4,3,4,5,5,4,5,4,5,4,4,4,4,2,5,4,4,4,4,3,1,5,5,5,4,3,3,1,4,10,5,16,10,17,11,4,1,16,18,13,18,18,16,18,16,18,3,17,10,8,4,7,8,8,7,10,18,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,13-Jan-74,1974,2,4,2,1391,736,26,3,3,1,1,1,3,1,3,5,4,-1,3,5,4,3,2,2.00,2.00,3.00,10.00,2,7,16,14,-1,1,0,3,-2,1,0,0,0
3147bd1e0a96d354931577ad121af212,28-Jun-17,9,2,0,1,1,1,1,1,1,0,0,0,4,4,2,2,2,2,2,2,2,6,18,17,15,1,6,13,6,2,2,4,4,5,5,1,5,4,4,4,4,2,4,3,3,2,4,1,2,3,5,3,4,2,1,5,5,3,1,3,1,3,3,10,10,3,3,10,2,2,1,4,2,3,19,15,21,10,4,21,15,15,10,19,16,16,1,10,16,10,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,13-Oct-59,#NULL!,3,3,1,1381,457,27,3,8,1,1,1,1,2,9,4,4,-2,-1,1,2,5,1,-1.00,6.00,0.00,7.00,2,2,6,3,3,2,1,2,-3,1,0,0,0
317e14d46a615490d44b096056e9c9f4,28-Jun-17,15,1,0,1,0,1,0,0,0,0,0,0,#NULL!,1,3,5,2,4,5,1,5,17,2,1,3,20,4,7,17,5,3,5,1,4,4,2,1,4,4,4,5,1,5,1,5,5,5,4,5,2,5,2,1,4,1,4,5,5,5,1,6,2,1,11,3,21,21,21,1,1,1,17,21,21,17,21,20,13,16,19,1,21,16,1,1,2,21,1,5,18,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,08-Jan-68,#NULL!,2,3,1,4124,620,26,5,2,1,1,1,1,1,1,4,5,10,12,8,5,4,5,4.00,3.00,4.00,7.00,1,10,20,21,0,1,-3,1,3,1,0,0,0
31843545a6b555cfa4b30042e696f66f,28-Jun-17,12,1,0,1,1,0,0,0,0,1,0,0,4,#NULL!,2,3,4,3,3,3,3,6,13,18,17,1,17,3,6,1,4,2,4,5,4,2,3,3,5,2,2,2,3,2,3,2,5,4,3,4,4,3,2,2,1,4,5,5,1,2,1,2,1,1,11,14,18,14,11,6,6,14,19,6,18,18,21,11,11,18,18,11,4,13,18,16,1,18,2,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,17-Oct-66,#NULL!,3,7,3,3552,344,26,6,5,1,1,1,1,1,1,2,3,-1,-2,-2,2,4,3,-1.00,4.00,2.00,3.00,3,7,14,14,1,3,1,3,2,1,0,0,0
318a66cac0ca4c601aa80384a2bde33b,28-Jun-17,12,4,0,1,1,1,1,1,0,0,0,0,#NULL!,4,1,3,4,2,2,4,3,17,17,17,16,7,10,19,13,6,2,3,4,4,5,2,4,4,5,3,4,4,2,1,1,3,5,2,2,5,5,5,5,2,1,4,4,5,3,2,1,3,1,5,10,5,1,5,1,1,1,1,1,1,17,15,17,13,16,17,9,15,17,17,17,16,8,10,19,12,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,07-May-87,#NULL!,1,7,3,1422,451,27,3,1,1,1,1,2,1,2,2,2,-4,-9,-8,2,4,2,-2.00,4.00,2.00,8.00,1,1,4,1,3,3,2,4,-3,1,0,0,0
318f2ff9cce27f0101077aac795535c6,27-Jun-17,20,9,0,1,1,1,1,0,1,0,0,0,4,3,1,2,4,1,1,4,2,17,16,3,8,3,3,14,9,5,2,4,2,2,2,4,4,3,2,4,4,4,4,2,2,3,4,2,1,2,4,3,3,4,2,4,4,4,2,2,1,1,4,4,6,4,4,4,6,7,4,6,16,11,17,6,10,17,15,17,7,14,17,15,3,9,3,3,13,10,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,15-Oct-53,#NULL!,3,3,1,3607,1904,26,3,3,1,1,1,3,3,9,2,2,-8,-9,-6,4,2,2,1.00,-3.00,-2.00,9.00,2,3,5,10,3,0,0,0,-1,1,0,0,0
31c2b7aa0509dd73e10b8db13e4d7a08,03-Jul-17,9,7,0,1,1,1,1,0,1,0,0,0,4,2,2,3,4,2,2,4,2,13,16,16,13,8,8,17,17,6,2,4,3,2,4,2,4,4,2,4,4,3,2,2,2,3,4,2,4,4,4,4,4,2,2,5,5,5,1,2,1,1,17,1,4,1,4,1,1,1,1,1,1,15,17,13,17,18,17,18,8,17,12,17,15,12,6,8,18,16,2,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,19-Oct-70,1970,2,6,3,3235,614,28,3,1,1,1,1,3,1,3,2,2,-5,-8,-7,3,4,2,0.00,1.00,-1.00,8.00,2,1,1,7,0,2,1,2,-2,1,0,0,0
324f58ab82c8b1ffe2da9df03a95fa81,04-Jul-17,9837,3,0,1,1,0,0,0,1,1,0,0,4,#NULL!,2,3,2,4,3,3,4,14,10,17,18,1,10,10,1,2,1,1,4,3,4,3,4,5,4,2,3,4,4,2,4,3,5,3,2,4,4,4,3,2,2,2,5,5,2,1,1,6,1,1,17,1,17,1,1,1,1,1,18,1,21,16,16,20,16,21,21,21,12,14,12,20,1,14,12,1,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,17-Dec-54,#NULL!,3,6,3,5301,297,25,8,7,1,1,1,1,3,9,4,3,3,4,4,2,3,2,-5.00,1.00,2.00,6.00,1,3,1,12,2,3,1,2,0,1,0,0,0
3252ea436f35ddcfd78d870f0667fe14,28-Jun-17,7,1,0,1,1,0,0,0,0,0,0,0,#NULL!,#NULL!,3,3,3,3,3,3,3,15,10,1,1,15,10,6,21,7,5,4,1,5,5,1,4,5,5,5,5,4,5,4,5,4,5,2,3,5,5,5,5,3,1,5,5,5,5,5,6,2,1,9,9,21,21,21,10,5,10,17,19,14,21,21,21,11,11,14,11,21,16,8,1,1,16,8,10,21,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,24-Feb-75,#NULL!,2,5,2,2041,473,27,3,2,1,1,1,1,1,1,3,3,0,5,5,5,5,2,5.00,6.00,3.00,11.00,3,9,20,18,2,2,1,4,-3,1,0,0,0
32b09e036942248a46aa7f96874343a5,28-Jun-17,8,4,0,1,1,0,0,0,1,0,0,0,4,#NULL!,1,4,4,4,4,3,4,6,17,17,16,2,4,17,17,6,2,5,2,5,5,2,5,2,4,4,5,3,2,1,5,2,4,3,1,4,3,3,4,2,1,5,5,5,4,2,3,3,4,16,4,16,16,16,16,5,5,16,5,5,20,20,20,20,5,17,5,20,5,19,17,17,2,4,19,10,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,2,22-Mar-42,#NULL!,4,7,3,3862,267,25,2,1,1,1,1,2,1,2,2,3,3,2,0,4,4,1,2.00,5.00,-2.00,9.00,4,6,16,9,2,2,1,3,-1,1,0,0,0
3349772e2ddb4ca3a8b20cdda791b49a,28-Jun-17,61,6,0,0,0,0,1,1,1,0,0,0,1,1,3,5,3,4,4,2,5,13,8,9,9,17,12,4,12,6,3,4,2,3,5,2,2,4,5,3,4,3,4,4,4,3,5,4,3,4,4,4,3,4,2,4,5,5,4,3,6,3,5,12,9,12,8,15,4,6,8,9,13,10,17,13,15,12,7,14,15,16,13,9,9,11,17,9,4,14,12,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,18-Jul-85,#NULL!,1,6,3,2231,537,28,3,11,1,1,1,2,3,9,3,4,7,10,7,4,4,4,2.00,3.00,4.00,7.00,3,5,12,10,1,1,1,2,1,1,0,0,0
335cbf0dde9d8e61ff123e90b425c4c6,29-Jun-17,12,1,0,1,1,1,0,0,0,0,0,0,#NULL!,1,4,5,1,1,5,1,5,1,1,1,1,1,1,1,1,8,5,5,3,5,5,2,2,5,5,5,5,5,5,5,5,3,4,2,3,4,4,4,4,2,3,5,5,4,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,21,1,9,21,1,21,1,21,1,1,1,1,1,1,1,1,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,18-Jun-80,#NULL!,2,4,2,1934,373,27,3,13,1,1,1,1,1,1,5,5,8,14,10,3,4,4,4.00,5.00,5.00,12.00,0,0,1,1,1,2,1,1,-2,1,0,0,0
335df815f9ee79be74b2d9da7b5e4fb5,29-Jun-17,6,9,0,1,1,0,1,0,1,1,0,0,1,1,4,5,2,5,5,1,5,7,11,9,9,12,11,7,12,3,5,5,1,3,3,3,4,5,5,5,5,5,5,4,5,1,5,2,4,5,3,4,4,2,3,5,5,5,5,5,4,1,1,9,10,9,21,21,4,5,6,7,21,3,21,1,15,12,16,21,15,18,4,8,6,6,9,8,5,9,19,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,20-Oct-52,1952,3,2,1,7141,1586,25,10,10,1,1,1,3,3,9,4,5,11,16,12,5,3,2,6.00,0.00,3.00,12.00,2,6,12,15,-1,3,3,2,-2,1,0,0,0
335f39a6259584dca7b0472f2c63016a,03-Jul-17,9,2,0,1,1,1,1,0,0,0,0,0,#NULL!,3,2,5,2,5,4,1,4,11,11,11,12,1,11,11,8,4,3,3,2,4,5,4,4,3,3,5,1,4,2,1,5,2,5,2,3,3,4,2,3,4,3,5,5,5,1,2,1,2,2,5,5,18,19,20,3,3,3,18,18,19,15,17,17,17,17,17,14,17,11,10,9,11,2,7,10,5,9,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,10-Jul-68,#NULL!,2,5,2,3286,611,28,7,8,1,1,1,1,2,9,4,5,9,8,5,4,2,2,1.00,2.00,-1.00,7.00,1,9,19,19,1,1,0,0,-1,1,0,0,0
339aca3f8a04a4449c73364bb0f74a15,27-Jun-17,17,1,0,1,0,1,1,0,0,0,0,0,#NULL!,3,2,4,4,3,2,4,5,11,19,19,19,1,19,16,11,1,1,5,4,5,5,1,4,5,5,2,1,2,2,1,2,1,4,1,2,4,4,4,5,2,1,4,4,4,1,1,1,6,1,1,21,1,21,21,16,1,1,1,21,1,21,18,21,18,18,21,18,18,13,18,18,18,1,18,16,1,8,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,15-Dec-53,#NULL!,3,4,2,3643,736,26,7,7,1,1,1,1,1,1,2,2,0,-4,-4,2,5,2,-1.00,6.00,3.00,2.00,3,5,8,14,2,2,3,3,-4,1,0,0,0
33f53b430f02540bd5444d3016c2f736,29-Jun-17,15,4,0,0,0,1,0,0,0,0,0,0,#NULL!,2,2,3,4,4,3,3,3,10,10,13,10,7,10,15,22,6,3,3,2,3,4,2,4,4,4,5,5,3,4,3,4,4,5,3,4,4,5,3,4,2,1,4,4,5,3,3,3,3,9,11,11,9,11,13,7,7,7,7,7,7,16,11,16,11,11,16,11,16,11,11,11,11,8,11,15,22,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,#NULL!,1,20-Aug-80,#NULL!,2,4,2,1363,34,24,3,1,1,1,1,2,1,2,2,3,0,2,2,4,4,2,1.00,2.00,1.00,10.00,4,4,10,8,1,3,-1,3,-1,1,0,0,0
